loan_amnt,int_rate,annual_inc,dti,fico_score,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,loan_to_income,credit_utilization,debt_burden_score,credit_history_depth,account_mix_score,rate_premium,simple_risk_score,has_delinquencies,high_delinquency,has_bankruptcy,high_inquiries,verified,owns_home,long_term,defaulted,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT
25200.0,5.32,145000.0,10.99,702.0,0,0,11,0,22602.0,93.4,15,2,0.174,0.934,0.43954000000000004,2.772588722239781,2.6287476860138907,-1.5699999999999994,2,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24000.0,9.17,152000.0,31.94,717.0,0,0,10,0,39476.0,96.0,32,5,0.158,0.96,0.57564,3.4965075614664802,2.9472014171324252,-0.5899999999999999,4,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
14000.0,5.32,153000.0,9.9,732.0,0,1,8,0,10415.0,20.1,31,2,0.092,0.201,0.1398,3.4657359027997265,2.831480240067973,-1.5699999999999994,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35000.0,12.59,115000.0,27.29,692.0,0,0,12,0,41048.0,73.3,22,2,0.304,0.733,0.45694,3.1354942159291497,2.850221786695343,-0.5899999999999999,0,0,0,0,0,0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
21000.0,9.76,225000.0,12.22,732.0,0,0,7,0,115276.0,96.2,17,2,0.093,0.9620000000000001,0.45812,2.8903717578961645,2.484906649788,0.0,2,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8000.0,7.26,85000.0,28.8,687.0,0,0,25,0,41789.0,51.0,47,1,0.094,0.51,0.3768,3.871201010907891,3.5646487744646866,0.3700000000000001,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6600.0,13.18,24000.0,27.1,707.0,0,0,6,0,18253.0,79.0,8,0,0.275,0.79,0.4786,2.1972245773362196,2.0715673631957663,0.0,0,0,0,0,0,0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
35000.0,19.99,115000.0,10.79,742.0,0,5,12,0,19702.0,25.3,23,0,0.304,0.253,0.16594,3.1780538303479458,2.8715015939047412,1.0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
7200.0,10.64,86000.0,11.72,667.0,0,2,7,0,16021.0,71.8,22,1,0.084,0.718,0.35752,3.1354942159291497,2.607467878804493,0.8800000000000008,0,0,0,0,1,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18000.0,13.67,87177.0,14.4,677.0,0,1,16,0,18227.0,84.0,19,2,0.206,0.84,0.4224,2.995732273553991,2.9144728088051037,0.4900000000000002,2,0,0,0,0,0,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
21000.0,14.48,80000.0,39.33,687.0,0,0,14,0,54034.0,68.9,29,3,0.263,0.6890000000000001,0.5115799999999999,3.4011973816621555,3.0546237913821828,1.3000000000000007,2,0,0,0,0,1,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
21000.0,22.99,90000.0,23.85,677.0,0,0,13,0,459.0,22.9,50,2,0.233,0.22899999999999998,0.23470000000000002,3.9318256327243257,3.285441481169792,0.0,0,0,0,0,0,1,0,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
30000.0,12.59,70018.0,26.83,712.0,0,0,15,0,39031.0,67.1,23,2,0.428,0.6709999999999999,0.42938,3.1780538303479458,2.9753212762938634,-0.5899999999999999,0,0,0,0,0,0,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7200.0,6.24,55000.0,8.4,692.0,0,0,9,1,4986.0,15.7,32,2,0.131,0.157,0.11320000000000001,3.4965075614664802,2.8995463272302633,-0.6499999999999995,4,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6000.0,9.17,60000.0,8.56,672.0,1,0,6,2,14004.0,36.9,12,1,0.1,0.369,0.19896000000000003,2.5649493574615367,2.255429753258425,-0.5899999999999999,2,1,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15000.0,17.57,50000.0,24.72,682.0,1,0,12,0,12732.0,57.9,21,1,0.3,0.579,0.37992,3.091042453358316,2.827995905409926,0.5800000000000018,2,1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
20000.0,15.41,85000.0,12.58,672.0,0,3,18,1,11868.0,33.1,30,2,0.235,0.331,0.20788,3.4339872044851463,3.1892130918257933,-1.5799999999999983,4,0,0,1,1,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12600.0,9.17,36000.0,23.77,737.0,0,0,9,0,8176.0,55.2,12,0,0.35,0.552,0.36342,2.5649493574615367,2.4337672252277915,-0.5899999999999999,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30000.0,13.67,78000.0,24.77,672.0,0,1,13,1,19520.0,38.5,20,0,0.385,0.385,0.30262,3.044522437723423,2.8417898836693407,0.4900000000000002,4,0,0,1,0,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
34700.0,14.33,115000.0,24.58,697.0,1,0,10,0,28926.0,63.6,18,2,0.302,0.636,0.40188,2.9444389791664403,2.6711671259824055,1.1500000000000004,2,1,0,0,0,0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4000.0,15.41,17000.0,8.55,662.0,0,0,18,0,4119.0,58.8,22,0,0.235,0.588,0.2865,3.1354942159291497,3.039966597547795,-1.5799999999999983,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15000.0,11.49,60000.0,30.36,702.0,0,0,23,0,34324.0,44.2,34,2,0.25,0.442,0.35896,3.5553480614894135,3.3667009459186796,1.7300000000000004,2,0,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4950.0,19.99,18300.0,27.34,672.0,0,2,5,0,6795.0,45.9,15,0,0.27,0.45899999999999996,0.34763999999999995,2.772588722239781,2.282174095733918,1.0,0,0,0,0,1,1,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
10000.0,15.41,100000.0,28.15,667.0,0,0,20,0,38309.0,81.3,35,2,0.1,0.813,0.4941,3.58351893845611,3.3140206880897667,-1.5799999999999983,2,0,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
20000.0,8.38,91000.0,25.48,727.0,0,2,34,0,23481.0,22.1,50,0,0.22,0.221,0.24128000000000002,3.9318256327243257,3.7435868471068696,-1.379999999999999,0,0,0,0,1,1,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,7.26,50000.0,17.45,722.0,0,0,6,0,5422.0,35.4,6,0,0.2,0.354,0.2463,1.9459101490553132,1.9459101490553132,0.3700000000000001,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12000.0,10.64,52000.0,23.06,687.0,0,1,8,0,11262.0,55.2,28,7,0.231,0.552,0.35916000000000003,3.367295829986474,2.782260203661347,0.8800000000000008,0,0,0,0,0,0,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6000.0,11.22,30000.0,24.28,672.0,2,0,11,1,6360.0,24.3,21,0,0.2,0.243,0.24288,3.091042453358316,2.787974551573158,1.4600000000000009,6,1,1,1,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
32000.0,15.41,90000.0,22.78,692.0,0,0,15,0,18140.0,42.6,33,4,0.356,0.426,0.30708,3.5263605246161616,3.149474623427971,-1.5799999999999983,0,0,0,0,0,0,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12450.0,17.57,90000.0,6.19,702.0,0,3,9,2,7042.0,24.5,11,0,0.138,0.245,0.13514,2.4849066497880004,2.3937458713910233,0.5800000000000018,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,9.76,40600.0,15.4,672.0,0,2,12,1,17047.0,51.2,21,0,0.246,0.512,0.2972,3.091042453358316,2.827995905409926,0.0,4,0,0,1,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
16800.0,13.67,43000.0,7.28,662.0,1,1,4,0,11097.0,100.0,12,2,0.391,1.0,0.44368,2.5649493574615367,2.0871936349478184,0.4900000000000002,4,1,0,0,0,1,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
28800.0,11.99,65000.0,13.28,672.0,0,0,5,0,26267.0,75.5,8,0,0.443,0.755,0.38168,2.1972245773362196,1.9944920232821373,-1.1899999999999995,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
19200.0,17.86,85000.0,23.73,677.0,1,1,24,0,46085.0,69.2,64,3,0.226,0.6920000000000001,0.41918000000000005,4.174387269895637,3.6966315473819185,0.870000000000001,2,1,0,0,0,0,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18000.0,16.99,93000.0,18.14,677.0,2,0,18,1,12532.0,61.7,43,1,0.194,0.617,0.35564,3.784189633918261,3.364314306542351,0.0,2,1,1,0,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
24000.0,13.67,85000.0,26.45,687.0,0,1,14,0,22306.0,75.6,23,1,0.282,0.7559999999999999,0.4611,3.1780538303479458,2.943052015725078,0.4900000000000002,0,0,0,0,0,1,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
28000.0,7.89,85000.0,20.08,702.0,0,0,11,0,37931.0,100.3,31,3,0.329,1.0,0.52048,3.4657359027997265,2.9753212762938634,1.0,2,0,0,0,0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24000.0,9.76,98000.0,28.92,732.0,0,2,25,0,20736.0,26.8,63,3,0.245,0.268,0.28072,4.1588830833596715,3.708489810690577,0.0,0,0,0,0,1,0,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
14000.0,12.59,56000.0,7.69,677.0,0,1,8,0,11664.0,76.7,8,0,0.25,0.767,0.35294000000000003,2.1972245773362196,2.1972245773362196,-0.5899999999999999,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
19500.0,9.17,50000.0,32.91,797.0,0,0,13,0,10646.0,22.1,23,2,0.39,0.221,0.28586,3.1780538303479458,2.908555579981602,-0.5899999999999999,2,0,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5000.0,16.99,58049.0,6.72,687.0,0,3,9,0,4471.0,52.6,10,0,0.086,0.526,0.25072000000000005,2.3978952727983707,2.3502401828962083,0.0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
35000.0,12.59,130000.0,23.47,662.0,2,0,16,0,53096.0,84.5,31,5,0.269,0.845,0.47882,3.4657359027997265,3.149474623427971,-0.5899999999999999,4,1,1,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
24000.0,13.18,116000.0,25.77,692.0,0,1,14,0,21112.0,56.0,34,3,0.207,0.56,0.37862,3.5553480614894135,3.131699131295812,0.0,0,0,0,0,0,0,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
10000.0,13.67,38433.0,30.86,707.0,0,1,9,0,6792.0,31.3,14,0,0.26,0.313,0.31035999999999997,2.70805020110221,2.5053176470481278,0.4900000000000002,2,0,0,0,0,1,1,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10000.0,12.59,55000.0,33.65,662.0,1,3,21,1,6461.0,35.7,63,5,0.182,0.35700000000000004,0.3447,4.1588830833596715,3.624962768358994,-0.5899999999999999,8,1,0,1,1,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5000.0,14.33,20000.0,5.22,692.0,0,0,5,1,3754.0,41.7,9,2,0.25,0.41700000000000004,0.19812000000000002,2.302585092994046,2.0471722811110507,1.1500000000000004,4,0,0,1,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15675.0,5.32,60000.0,15.1,757.0,0,0,12,0,56400.0,43.6,19,5,0.261,0.436,0.265,2.995732273553991,2.780340815507764,-1.5699999999999994,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
15000.0,14.33,125000.0,12.68,692.0,3,3,17,0,1831.0,10.0,25,0,0.12,0.1,0.11608,3.258096538021482,3.0742341479588235,1.1500000000000004,2,1,1,0,1,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
20775.0,8.38,93000.0,7.24,707.0,0,0,15,0,12570.0,36.4,29,5,0.223,0.364,0.18904,3.4011973816621555,3.0868930519509683,-1.379999999999999,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
30000.0,10.99,220000.0,15.99,702.0,0,1,18,0,60257.0,67.0,50,6,0.136,0.67,0.36394000000000004,3.9318256327243257,3.438132305945383,1.2300000000000004,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7225.0,11.99,125000.0,16.4,667.0,0,1,11,0,3490.0,98.0,17,3,0.058,0.98,0.4904,2.8903717578961645,2.6876392038420827,-1.1899999999999995,2,0,0,0,0,1,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5000.0,9.76,42000.0,20.83,677.0,0,1,8,1,2436.0,23.4,28,2,0.119,0.23399999999999999,0.21858,3.367295829986474,2.782260203661347,0.0,4,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
21000.0,7.26,99000.0,6.45,682.0,3,0,9,0,18011.0,34.4,22,2,0.212,0.344,0.1763,3.1354942159291497,2.719039654461598,0.3700000000000001,2,1,1,0,0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4000.0,9.99,25000.0,5.14,712.0,0,0,4,0,4722.0,38.7,5,0,0.16,0.387,0.18564000000000003,1.791759469228055,1.7005986908310775,0.23000000000000043,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15000.0,13.67,42000.0,27.09,682.0,0,0,11,0,13941.0,45.3,15,0,0.357,0.45299999999999996,0.34374,2.772588722239781,2.6287476860138907,0.4900000000000002,0,0,0,0,0,1,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,9.17,90000.0,12.37,667.0,1,1,13,0,16678.0,49.9,15,0,0.111,0.499,0.27382,2.772588722239781,2.7058230259275198,-0.5899999999999999,2,1,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15000.0,13.18,65000.0,16.1,727.0,0,0,10,0,9438.0,30.8,27,1,0.231,0.308,0.2198,3.332204510175204,2.8650498914867875,0.0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12000.0,10.64,51000.0,29.88,687.0,0,2,12,0,10511.0,41.9,40,1,0.235,0.419,0.34687999999999997,3.713572066704308,3.1392607120829226,0.8800000000000008,0,0,0,0,1,0,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
14000.0,7.89,90000.0,21.88,692.0,0,0,28,0,23825.0,40.8,40,0,0.156,0.408,0.29447999999999996,3.713572066704308,3.540433948345391,1.0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10000.0,7.89,85000.0,19.38,752.0,0,0,11,0,2079.0,7.3,31,0,0.118,0.073,0.14548,3.4657359027997265,2.9753212762938634,1.0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
20000.0,10.99,103000.0,16.32,677.0,0,0,20,1,13091.0,40.0,33,0,0.194,0.4,0.25792000000000004,3.5263605246161616,3.2854414811697925,1.2300000000000004,4,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4200.0,7.26,96000.0,17.1,717.0,0,1,19,0,34593.0,38.3,38,4,0.044,0.38299999999999995,0.2558,3.6635616461296463,3.329646959841819,0.3700000000000001,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
11000.0,8.18,85000.0,13.21,672.0,1,0,8,0,12825.0,58.6,20,0,0.129,0.586,0.31366,3.044522437723423,2.6208735075298213,-1.58,2,1,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3600.0,16.55,50000.0,6.0,682.0,2,2,8,0,3482.0,45.2,15,2,0.072,0.452,0.21680000000000002,2.772588722239781,2.4849066497880004,-0.4399999999999977,2,1,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
10000.0,10.99,52207.0,28.39,702.0,0,0,9,0,5112.0,33.9,34,2,0.192,0.33899999999999997,0.30594,3.5553480614894135,2.92896657724173,1.2300000000000004,0,0,0,0,0,0,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
20000.0,16.99,85000.0,22.36,662.0,0,2,9,0,45272.0,95.1,36,5,0.235,0.951,0.51456,3.6109179126442243,2.9567515028191353,0.0,2,0,0,0,1,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
10000.0,5.32,41000.0,18.24,712.0,0,0,13,0,10195.0,43.0,25,6,0.244,0.43,0.28144,3.258096538021482,2.9485769338183703,-1.5699999999999994,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35000.0,17.57,160000.0,25.27,667.0,3,0,13,0,41203.0,69.6,33,5,0.219,0.696,0.43001999999999996,3.5263605246161616,3.0827089271157098,0.5800000000000018,2,1,1,0,0,1,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4800.0,11.49,45000.0,39.55,697.0,0,0,11,0,22600.0,76.6,22,2,0.107,0.7659999999999999,0.5437,3.1354942159291497,2.810200432858575,1.7300000000000004,2,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6000.0,9.76,40000.0,13.62,692.0,0,1,10,0,4271.0,17.2,24,1,0.15,0.172,0.15052,3.2188758248682006,2.808385548833286,0.0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7200.0,9.17,40000.0,5.22,697.0,0,0,2,0,8969.0,96.4,13,7,0.18,0.9640000000000001,0.41692000000000007,2.6390573296152584,1.868834809141684,-0.5899999999999999,2,0,0,0,0,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
20000.0,13.67,80000.0,11.93,702.0,0,1,8,0,16516.0,51.3,12,0,0.25,0.513,0.27678,2.5649493574615367,2.381086967398878,0.4900000000000002,0,0,0,0,0,0,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15000.0,11.22,45000.0,19.9,767.0,0,1,22,0,4846.0,12.5,57,0,0.333,0.125,0.1694,4.060443010546419,3.5979686132377844,1.4600000000000009,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
24000.0,11.49,64000.0,23.19,692.0,0,0,18,0,32206.0,60.7,39,0,0.375,0.607,0.38194000000000006,3.6888794541139363,3.316659216640188,1.7300000000000004,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2500.0,10.99,30000.0,8.2,747.0,0,0,2,0,0.0,50.9,9,0,0.083,0.509,0.2528,2.302585092994046,1.700598690831078,1.2300000000000004,0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15000.0,8.18,100000.0,1.64,737.0,1,1,14,0,3295.0,5.0,25,0,0.15,0.05,0.029840000000000002,3.258096538021482,2.983073369561846,-1.58,2,1,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35000.0,7.26,200000.0,12.24,727.0,0,0,16,0,78769.0,38.8,34,5,0.175,0.38799999999999996,0.22864,3.5553480614894135,3.194280702772815,0.3700000000000001,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
16000.0,7.26,110000.0,2.64,722.0,0,0,7,0,7461.0,58.7,8,0,0.145,0.5870000000000001,0.25064000000000003,2.1972245773362196,2.1383330595080277,0.3700000000000001,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
